idFrameElement,frameName,name,coreType,description
2455,Accompaniment,Participant,cty_core,It is the accompanied entity (person or object).
2456,Accompaniment,Co-participant,cty_core,It is the accompanying entity (person or object).
2457,Accompaniment,Participants,cty_core,Two or more entities construed as symmetrically and usually equally participating in an event or relation.
6586,Accomplishment,Agent,cty_core,"The conscious entity, generally a person, that performs the intentional act that fulfills the #Goal."
6593,Accomplishment,Goal,cty_core,"The state or action that the #Agent has wished to participate in.

<ex>Iraq had <t>achieved</t> <fex name=""goa"">its programme objective of producing nuclear weapons</fex> . </ex>"
6585,Accomplishment,Means,cty_peripheral,"An intentional action performed by the #Agent that lets them accomplish their #Goal. 

<ex>Can you , too , <t>achieve</t> omniscience <fex name=""Mns"">by calling on the power of God</fex> ?</ex>"
6587,Accomplishment,Instrument,cty_peripheral,"An entity directed by the #Agent that allows them to achieve their #Goal.

<ex><fex name=""Ins"">With a simple hammer and saw</fex> , you can <t>accomplish</t> almost anything !</ex>"
6588,Accomplishment,Place,cty_peripheral,"This FE identifies the place where the #Agent achieves their #Goal.

<ex>She had already <t>achieved</t> that feat <fex name=""Place"">in Burma</fex> .</ex>"
6589,Accomplishment,Time,cty_peripheral,"This FE identifies the time when the #Agent achieves their #Goal.

<ex><fex name=""Time"">By 1700</fex> , our forces will have <t>achieved</t> total victory .</ex>"
6590,Accomplishment,Manner,cty_peripheral,"Any description of the event which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of the #Agent that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully). 

<ex>Perhaps you <t>achieved</t> perfection <fex name=""man"">too quickly</fex> .</ex>"
6596,Accomplishment,Duration,cty_peripheral,The length of time that it takes for #Goal to be accomplished.
1621,Accoutrements,Accoutrement,cty_core,It identifies  the #Accoutrement.
1618,Accoutrements,Wearer,cty_peripheral,The #Wearer wears the #Accoutrement.
1619,Accoutrements,Style,cty_peripheral,It identifies  the #Style of the #Accoutrement. 
1620,Accoutrements,Material,cty_peripheral,It identifies the #Material from which the #Accoutrement is made.
1622,Accoutrements,Descriptor,cty_peripheral,It identifies a characteristic or description of the #Accoutrement.
1623,Accoutrements,Use,cty_peripheral,It identifies the purpose for which an #Accoutrement is worn or made.
1624,Accoutrements,Part,cty_peripheral,It identifies a part of the #Accoutrement.
1625,Accoutrements,Body_location,cty_peripheral,It identifies the place on the body where a particular #Accoutrement is located.
1626,Accoutrements,Creator,cty_peripheral,The individual or group who created the #Accoutrement.
1627,Accoutrements,Time_of_creation,cty_peripheral,The time at which the #Accoutrement was created.
1628,Accoutrements,Name,cty_peripheral,A name given to an individual #Accoutrement to distinguish it from all other objects.
8317,Accuracy,Agent,cty_core,"The individual who tries to interact with the #Target.

<ex><fex name=""Agent"">The mailman</fex> is very <t>exact</t> about addresses -- he has to be .</ex>"
8320,Accuracy,Means,cty_core,This FE identifies the #Means by which the #Agent attempts to hit a #Target_value.
8321,Accuracy,Degree,cty_core,How closely the expected or actual location that the #Instrument interacts with corresponds to the #Target_value.
8324,Accuracy,Instrument,cty_core,The object manipulated by the #Agent in order to interact with the #Target.
8326,Accuracy,Deviation,cty_core,"Expected or actual deviation from the #Target_value.

<ex>For this they would need a thermometer <t>accurate</t> <fex name=""Deviation"">to within a microkelvin</fex>. </ex>"
3829,Achieving_first,Cognizer,cty_core,The #Cognizer comes up with or conceptualizes the #New_idea. It is normally expressed as an External Argument.
3830,Achieving_first,New_idea,cty_core,The #New_idea is a concept not previously present in society which the #Cognizer introduces.
3831,Achieving_first,Time,cty_peripheral,It identifies the #Time when the #Cognizer comes up with the #New_idea.
3832,Achieving_first,Place,cty_peripheral,It identifies the #Place where the #Cognizer comes up with the #New_idea.
3833,Achieving_first,Means,cty_peripheral,It identifies the #Means by which the #Cognizer accomplishes the innovative achievement.
3834,Achieving_first,Purpose,cty_peripheral,It identifies the #Purpose for which the #Cognizer creates the #New_idea.
3836,Achieving_first,Field,cty_peripheral,The #Field is the general domain of endeavor to which the #Cognizer is contributing and of which the #New_idea is a part.
3837,Achieving_first,Instrument,cty_peripheral,An entity used by the #Cognizer to achieve the introduction of the #New_idea into society.
3838,Achieving_first,Manner,cty_peripheral,"Any description of the creative event which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). In addition, it may indicate salient characteristics of a #Cognizer that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
3839,Achieving_first,Basis,cty_peripheral,The conceptual material from which the #Cognizer invents the #New_idea.
5980,Active_substance,Effect,cty_core,The change brought about by the Substance.
5981,Active_substance,Substance,cty_core,The internally undifferentiated physical entity that has an #Effect.
5983,Active_substance,Type,cty_peripheral,This FE indicates what subtype of the general category the #Substance belongs to.
5984,Active_substance,Name,cty_peripheral,The name of the material that makes up the active #Substance.
1386,Activity,Agent,cty_core,The #Agent is engaged in the #Activity.
1382,Activity,Activity,cty_core-unexpressed,It identifies the #Activity in which the  #Agent  is engaged.
1383,Activity,Duration,cty_peripheral,It identifies the amount of #Time an #Activity takes.
1384,Activity,Place,cty_peripheral,It identifies the #Place where the #Activity occurs.
1385,Activity,Time,cty_peripheral,It identifies the #Time when the #Activity occurs.
1387,Activity,Manner,cty_peripheral,"Any description of the activity which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also indicate salient characteristics of an #Agent that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
1722,Activity_abandoned_state,Agent,cty_core,It identifies the #Agent in an unfinished #State of an activity.
1725,Activity_abandoned_state,Activity,cty_core,The process that the #Agent is performing.
1723,Activity_abandoned_state,Time,cty_peripheral,The time at which the #Agent and Activity remain unfinished.
1724,Activity_abandoned_state,Duration,cty_peripheral,The length of time that the #Activity remains unfinished.
1726,Activity_abandoned_state,Place,cty_peripheral,The location at which the #Activity is no longer in progress.
1854,Activity_done_state,Agent,cty_core,It identifies the #Agent in a done state of an the #Activity.
1855,Activity_done_state,Activity,cty_core,It identifies the #Activity in which the #Agent was engaged.
1856,Activity_done_state,Time,cty_peripheral,The point at which the #Agent is done with the #Activity.
1857,Activity_done_state,Place,cty_peripheral,The location where the #Agent finishes the #Activity.
1682,Activity_finish,Agent,cty_core,It identifies the #Agent who has finished an #Activity.
1683,Activity_finish,Activity,cty_core,It identifies the #Activity that the #Agent has finished.
1677,Activity_finish,Manner,cty_peripheral,It identifies the #Manner an #Agent is engaged in finishing an #Activity.
1680,Activity_finish,Place,cty_peripheral,It identifies the #Place where the #Agent finishes the #Activity.
1681,Activity_finish,Time,cty_peripheral,It identifies the #Time when the #Activity finishes.
1684,Activity_finish,Means,cty_peripheral,It identifies the #Means by which an #Agent finishes an #Activity.
1685,Activity_finish,Purpose,cty_peripheral,It identifies the #Purpose for which an #Agent finishes for an #Activity.
1686,Activity_finish,Degree,cty_peripheral,It describes the how near the agent is to finishing.
13465,Activity_learning,Student,cty_core,Student
13467,Activity_learning,Subject,cty_core,Subject
13469,Activity_learning,Skill,cty_core,Skill
13471,Activity_learning,Teacher,cty_core,Teacher
13546,Activity_learning,Subjects,cty_core,Subjects
13547,Activity_learning,Duration,cty_peripheral,Duration
13551,Activity_learning,Goal,cty_peripheral,Goal
13552,Activity_learning,Instrument,cty_peripheral,Instrument
13554,Activity_learning,Place,cty_peripheral,Place
13577,Activity_learning,Manner,cty_peripheral,Manner
13585,Activity_learning,Means,cty_peripheral,Means
13592,Activity_learning,Explanation,cty_peripheral,Explanation
13601,Activity_learning,Time,cty_peripheral,Time
13689,Activity_learning,Degree,cty_peripheral,Degree
1663,Activity_ongoing,Duration,cty_core,"It denotes the length of #Time from the beginning of a continuous situation (the one denoted by the target) to its end. In many cases, the continuous situation is a dynamic action which is ongoing, while in others it is simply an undifferentiated state."
1664,Activity_ongoing,Activity,cty_core,It identifies the name of the ongoing #Activity in which an #Agent engages.
1672,Activity_ongoing,Agent,cty_core,The #Agent engages in an ongoing #Activity.
1665,Activity_ongoing,Place,cty_peripheral,It identifies the #Place where the ongoing #Activity occurs.
1667,Activity_ongoing,Time,cty_peripheral,It identifies the #Time when an ongoing #Activity occurs.
1669,Activity_ongoing,Manner,cty_peripheral,It identifies the #Manner in which an #Agent performs an ongoing #Activity.
1670,Activity_ongoing,Means,cty_peripheral,It identifies the #Means by which an #Agent engages in an ongoing #Activity.
1709,Activity_pause,Activity,cty_core,It identifies the #Activity for which an #Agent is pausing.
1710,Activity_pause,Agent,cty_core,An #Agent pauses in the course of an #Activity.
1711,Activity_pause,Manner,cty_peripheral,It identifies the #Manner in which an #Agent pauses during the course of an #Activity.
1712,Activity_pause,Means,cty_peripheral,It identifies the #Means by which an #Agent pauses in the course of an #Activity.
1713,Activity_pause,Place,cty_peripheral,It identifies the #Place where an #Agent pauses in the course of an #Activity.
1714,Activity_pause,Time,cty_peripheral,It identifies the #Time at which an #Agent pauses in the course of an #Activity.
1715,Activity_pause,Purpose,cty_peripheral,It identifies the #Purpose for which an #Agent pauses in the course of an #Activity.
1717,Activity_pause,Completeness,cty_peripheral,The extent to which the #Agent pauses in the #Activity.
1718,Activity_pause,Duration,cty_peripheral,The length of time of the pause in the #Activity.
1850,Activity_paused_state,Agent,cty_core,It identifies the #Agent in the paused #State of an activity.
1852,Activity_paused_state,Activity,cty_core,The overall event that the #Agent is involved in.
1851,Activity_paused_state,Time,cty_peripheral,The point at which the #Agent paused the #Activity.
1853,Activity_paused_state,Duration,cty_peripheral,The length of time that the #Activity does not resume.
1734,Activity_prepare,Agent,cty_core,An #Agent prepares for an #Activity.
1735,Activity_prepare,Activity,cty_core,It identifies the #Activity for which an #Agent is preparing.
1736,Activity_prepare,Place,cty_peripheral,It identifies the #Place where an #Agent prepares for an #Activity.
1737,Activity_prepare,Time,cty_peripheral,It identifies the #Time at which an #Agent prepares for an #Activity.
1738,Activity_prepare,Manner,cty_peripheral,It identifies the #Manner in which an #Agent prepares for an #Activity.
1739,Activity_prepare,Means,cty_peripheral,It identifies the #Means with which an #Agent prepares for an #Activity.
1741,Activity_prepare,Duration,cty_peripheral,It identifies the length of #Time during which an #Agent prepares for an #Activity.
1743,Activity_prepare,Degree,cty_peripheral,It describes the amount of preparation the #Agent puts into an #Activity.
1727,Activity_ready_state,Protagonist,cty_core,It identifies the #Protagonist in the initial state of an activity.
1728,Activity_ready_state,Activity,cty_core,The action that the #Protagonist is prepared to do.
1729,Activity_ready_state,Salient_entity,cty_core,An entity which stands in metonymically for the #Activity.
1730,Activity_ready_state,Time,cty_peripheral,The time when the #Protagonist is ready.
1732,Activity_ready_state,Duration,cty_peripheral,The length of time that the #Protagonist remains capable of the #Activity without beginning it.
5524,Activity_resume,Activity,cty_core,The #Activity which is being resumed by the #Agent.
5529,Activity_resume,Agent,cty_core,The #Agent who resumes an #Activity that they were engaged in earlier.
5523,Activity_resume,Duration,cty_peripheral,The amount of #Time for which the #Activity is resumed.
5525,Activity_resume,Place,cty_peripheral,Where the event takes place.
5527,Activity_resume,Time,cty_peripheral,When the #Activity is resumed.
5528,Activity_resume,Manner,cty_peripheral,"Any description of the #Activity  which is not covered by more specific FEs, including epistemic modification (probably, presumably, mysteriously), secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may also mark indications of salient characteristics of the #Agent which affect the #Activity."
1574,Activity_start,Activity,cty_core,It identifies the #Activity that an #Agent starts.
1575,Activity_start,Agent,cty_core,It identifies the being that starts the intentional #Activity.
1568,Activity_start,Place,cty_peripheral,It identifies the #Place where the #Agent starts an #Activity.
1569,Activity_start,Purpose,cty_peripheral,It identifies the #Purpose for which an #Agent engages in a starting #Activity.
1570,Activity_start,Time,cty_peripheral,It identifies the #Time when the #Agent starts an #Activity.
1572,Activity_start,Manner,cty_peripheral,It identifies the #Manner in which an #Agent starts an #Activity.
1573,Activity_start,Means,cty_peripheral,It identifies the #Means by which an #Agent starts an #Activity.
1696,Activity_stop,Agent,cty_core,It identifies #Agent that stops the #Activity.
1697,Activity_stop,Activity,cty_core-unexpressed,It identifies the #Activity that the #Agent stops.
1691,Activity_stop,Place,cty_peripheral,It identifies the #Place where the #Agent stops the #Activity.
1692,Activity_stop,Time,cty_peripheral,It identifies the #Time when the #Agent stops the #Activity.
1694,Activity_stop,Manner,cty_peripheral,It identifies the #Manner in which the #Agent stops the #Activity.
1698,Activity_stop,Duration,cty_peripheral,It identifies the length of #Time during which the #Activity is stopped.
1701,Activity_stop,Degree,cty_peripheral,It describes the completeness of stopping.
13499,Activity_teaching,Activity,cty_core,Activity
13502,Activity_teaching,Teacher,cty_core,Teacher
13517,Activity_teaching,Students,cty_core,Students
13518,Activity_teaching,Topic,cty_core,Topic
13519,Activity_teaching,Subject,cty_core,Subject
13515,Activity_teaching,Classroom,cty_peripheral,Classroom
13520,Activity_teaching,Duration,cty_peripheral,Duration
13521,Activity_teaching,Type,cty_peripheral,Type
13522,Activity_teaching,Level,cty_peripheral,Level
13543,Activity_teaching,Goal,cty_peripheral,Goal
13544,Activity_teaching,Way,cty_peripheral,Way
13548,Activity_teaching,Place,cty_peripheral,Place
13549,Activity_teaching,Time,cty_peripheral,Time
6925,Actually_occurring_entity,Instance,cty_core,"The real-world individual, a concrete or abstract thing or an event, which differs from its counterpart in a discourse-salient non-real world."
6926,Actually_occurring_entity,Type,cty_core,"A kind of entity, instances of which are expected to occur in both the real and the non-real world."
2079,Addiction,Addict,cty_core,The #Addict is physiologically or psychologically dependent on a substance or a behavior.
2080,Addiction,Addictant,cty_core,"#Addictant is the substance or behavior to which the #Addict is dependent.<ex>Pat defeated <fex name=""Addict"">her</fex> <fex name=""Addictant"">heroin</fex> <t>addiction</t>.</ex>"
2081,Addiction,Degree,cty_peripheral,This FE identifies the #Degree to which an #Addict is addicted to the #Addictant.
2082,Addiction,Compeller,cty_peripheral,"#Compeller is the part of a human s body or psyche that compels the #Addict to seek out the #Addictant.
<ex><fex name=""Addict"">Pat</fex> <m name=""Supp"">is</m> <fex name=""Compeller"">emotionally</fex> <t>addicted</t> <fex name=""Addictant"">to Kim</fex>.</ex>
<ex><fex name=""Addict"">Cyril</fex> <m name=""Supp"">is</m> <fex name=""Compeller"">physically</fex> <t>addicted</t> <fex name=""Addictant"">to nicotine</fex>.</ex>"
4434,Adding_up,Cognizer,cty_core,The person doing the calculation.
4435,Adding_up,Numbers,cty_core,The #Numbers that are used in the calculation.
4436,Adding_up,Result,cty_core,The outcome of the #Cognizer's calculations.
4437,Adding_up,Time,cty_peripheral,The time at which the #Cognizer operates on the #Numbers.
4438,Adding_up,Place,cty_peripheral,The location where the #Cognizer performs their calculation.
4439,Adding_up,Purpose,cty_peripheral,The state-of-affairs that the #Cognizer hopes to bring about by calculating.
4440,Adding_up,Means,cty_peripheral,The action performed by the #Cognizer that brings about their calculation of the #Result.
4441,Adding_up,Manner,cty_peripheral,A holistic description of the event.
7020,Adducing,Speaker,cty_core,The #Speaker is the person who specifies the #Role to be filled by the #Specified_entity.
7024,Adducing,Medium,cty_core,#Medium is the physical entity or channel used by the #Speaker to transmit the statement.
7028,Adducing,Specified_entity,cty_core,The entity that the #Speaker identifies as filling a particular #Role.
7029,Adducing,Role,cty_core,A slot in a particular or generic event or relation whose filler the #Speaker identifies.
7021,Adducing,Addressee,cty_peripheral,The #Addressee is the person to whom the #Speaker identifies the filler of a #Role.
7022,Adducing,Manner,cty_peripheral,"Any description of the event (or state) which is not covered by more specific FEs,  including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). In agentive frames, it may indicate salient characteristics of an Agent that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
7023,Adducing,Means,cty_peripheral,An act whereby the #Speaker makes a statement.
7026,Adducing,Time,cty_peripheral,The time when the statement is made.
7027,Adducing,Place,cty_peripheral,The FE specifies the place where the statement takes place.
7030,Adducing,Purpose,cty_peripheral,An action that the #Speaker intends to accomplish by performing the action indicated by adducing the #Specified_entity.
11222,Adjacency,Ground,cty_core,The #Ground serves as a basis for describing the location of the #Figure.
11223,Adjacency,Figure,cty_core,The #Figure is perceived as located relative to a certain #Ground location. The figure can be an entity or an event.
11227,Adjacency,Figures,cty_core-unexpressed,The #Figures are items which mutually serve to identify the location of the other items.
11226,Adjacency,Time,cty_peripheral,The period of time during which the locative relation between #Figure and #Ground obtains.
6160,Adjusting,Agent,cty_core,The individual that controls the value of a #Feature.
6161,Adjusting,Part,cty_core,"The part of the complex entity which is changed in the process of adjusting.
<ex>She <t>adjusted</t> <fex name=""Part"">the injectors</fex> to make the mixture leaner.</ex>"
6162,Adjusting,Feature,cty_core,The #Feature with respect to which the #Part is adjusted.
6164,Adjusting,Means,cty_peripheral,The action performed by the #Agent which affects the #Part.
6165,Adjusting,Place,cty_peripheral,The location where the adjusting takes place.
6166,Adjusting,Time,cty_peripheral,The time at which the adjusting occurs.
6167,Adjusting,Final_value,cty_peripheral,The value associated with the #Feature that the system ends up in.
6168,Adjusting,Instrument,cty_peripheral,An entity manipulated by the #Agent to adjust the #Part and #Feature.
6169,Adjusting,Purpose,cty_peripheral,The state-of-affairs that the #Agent hopes to bring about by adjusting.
6170,Adjusting,Manner,cty_peripheral,"Any description of the adjustment act which is not covered by more specific FEs, including secondary effects (quietly, loudly), and general descriptions comparing events (the same way). In addition, it may indicate salient characteristics of the #Agent that also affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
6171,Adjusting,Degree,cty_peripheral,A characterization of the amount that the #Final_value and Initial_value differ.
6934,Adopt_selection,Agent,cty_core,The #Agent selects a #Value for his/her #Attribute and begins to use it.
6935,Adopt_selection,Attribute,cty_core,"The #Attribute of the #Agent can take on several #Values, selected by the #Agent . "
6936,Adopt_selection,Value,cty_core,"The #Value, chosen and made effective by the #Agent, specifies the #Attribute.
"
6937,Adopt_selection,Time,cty_peripheral,The time period when the #Agent selects and begins to put into effect the #Value.
6938,Adopt_selection,Manner,cty_peripheral,"A description of the adoption of a position which is not classified under more specific descriptions, including comparisons to other events (similarly), rates of adoption (slowly), and descriptions of the #Agent which also influence the action (eagerly)."
6941,Adopt_selection,Purpose,cty_peripheral,It identifies the #Purpose for which an #Agent adopts the #Value of the #Attribute.
6943,Adopt_selection,Place,cty_peripheral,It identifies the #Place where the #Agent has the #Attribute which can take different #Value.
6949,Adopt_selection,Means,cty_peripheral,The #Means by which an #Agent adopts a #Value for an #Attribute.
6950,Adopt_selection,Instrument,cty_peripheral,The instrument through which an #Agent adopts a #Value for an #Attribute.
5050,Aesthetics,Entity,cty_core,The #Entity for which a particular gradable #Attribute is appropriate and under consideration.
5051,Aesthetics,Attribute,cty_core,The feature of an #Entity which is under discussion.
5052,Aesthetics,Degree,cty_core,A modifier expressing the deviation of the implicit value either from the norm or from the value for another #Entity.
12688,Affirm_or_deny,Speaker,cty_core,The #Speaker is the sentient entity affirming or denying the truth of the #Message (this can be spoken or written).
12689,Affirm_or_deny,Message,cty_core,It identifies the content whose truth the #Speaker is affirming or denying. it can be expressed as a clause or as a noun phrase.
12702,Affirm_or_deny,Medium,cty_core,It is the physical entity or channel used by the #speaker to transmit the #message.
12703,Affirm_or_deny,Topic,cty_core,It is the subject matter to which the #Message pertains.
12691,Affirm_or_deny,Place,cty_peripheral,It specifies the location where the #Message is affirmed or denied.
12692,Affirm_or_deny,Time,cty_peripheral,The #Time at which the #Message is affirmed or denied.
12693,Affirm_or_deny,Manner,cty_peripheral,It describes the way in which the #Speaker affirms or denies a #Message.
12695,Affirm_or_deny,Means,cty_peripheral,It expresses the act whereby the #Speaker affirms or denies a #Message.
12701,Affirm_or_deny,Internal_cause,cty_peripheral,The emotional or physical state of the #Speaker that leads to their affirmation or denial of the #Message.
4968,Age,Entity,cty_core,The #Entity for which a particular age is under consideration.
4969,Age,Attribute,cty_core,The feature of an #Entity which is a function of the amount of time that the #Entity has existed.
4970,Age,Age,cty_core,A quantity or other characterization of the #Entity's age.
4971,Age,Degree,cty_core,A modifier expressing  the deviation of the #Age from the norm.
4974,Age,Expressor,cty_core,"It marks expressions that indicate a body part, gesture or other expression of the #Entity that reflect its age."
4972,Age,Time,cty_peripheral,The #Time during which the #Entity is at a particular #Age.
4976,Age,Duration,cty_peripheral,"It denotes the length of time from the beginning of a continuous situation to its end. In many cases, the continuous situation is a dynamic action which is ongoing, while in others it is simply an undifferentiated state."
13950,Age_descriptor,Description,cty_core,Description
13951,Age_descriptor,People,cty_core,People
1183,Aggregate,Individuals,cty_core,It identifies the people or things that form the #Aggregate.
1184,Aggregate,Aggregate,cty_core,It identifies the collection of entities that are the #Aggregate.
8440,Aging,Entity,cty_core,The #Entity which is undergoing aging.
8441,Aging,Time,cty_peripheral,The #Time during which the #Entity ages.
8443,Aging,Manner,cty_peripheral,"Any description of the event (or state) which is not covered by more specific FEs, including force (hard, softly), secondary effects (quietly, loudly), and general descriptions comparing events (the same way). In agentive frames, it may indicate salient characteristics of an intentional theme that affect the action (presumptuously, coldly, deliberately, eagerly, carefully)."
8444,Aging,Place,cty_peripheral,It indicates where the #Entity is located.
7228,Agree_or_refuse_to_act,Speaker,cty_core,The #Speaker is the person to whom a particular action has been proposed and who responds to the request or offer made.
7229,Agree_or_refuse_to_act,Interlocutor,cty_core,This is the person who proposed the #Proposed_action  to the #Speaker and to whom the #Speaker communicates  their response.
7231,Agree_or_refuse_to_act,Proposed_action,cty_core,The #Proposed_action is an action that the #Speaker would perform if they were to accept or refuse the request or offer.
7230,Agree_or_refuse_to_act,Medium,cty_peripheral,"As with #Medium in other communication frames, the physical entity or channel used to communicate can be expressed."
7232,Agree_or_refuse_to_act,Manner,cty_peripheral,"Any description of the event (or state) which is not covered by more specific FEs, including  secondary effects (quietly, loudly), and general descriptions comparing events (the same way). It may indicate salient characteristics of the #Speaker that affect the action (presumptuously, coldly, deliberately, eagerly)."
7234,Agree_or_refuse_to_act,Means,cty_peripheral,It identifies the #Means by which the #Speaker responds to the request or offer made.
7236,Agree_or_refuse_to_act,Place,cty_peripheral,The location in which the #Speaker  gives their verbal response to the proposed action.
7237,Agree_or_refuse_to_act,Time,cty_peripheral,The time interval during which the #Speaker makes their verbal response concerning the proposed action.
7238,Agree_or_refuse_to_act,Purpose,cty_peripheral,"An action that the #Speaker intends to accomplish by agreeing or refusing to perform the #Proposed_action that is requested of, or suggested to  them."
7240,Agree_or_refuse_to_act,Role,cty_peripheral,It denotes the status that the #Interlocutor requested to be granted.
8736,Agriculture,Agriculturist,cty_core,The #Agriculturist is the agent cultivating #Food.
8737,Agriculture,Food,cty_core,It is the item cultivated by the #Agriculturist. 
8748,Agriculture,Ground,cty_core,This is the the background or context for the #Food to which the #Agriculturist pays attention in his agricultural efforts.
8738,Agriculture,Instrument,cty_peripheral,"The #Instrument is used by the #Agriculturist as a tool to help obtain #Food. (This tool is not limited to typical artifacts and can be hands, arms, and other atypical hunting and fishing instruments.)"
8739,Agriculture,Duration,cty_peripheral,For what length of time the #Agriculturist attempted to obtain #Food.
8740,Agriculture,Manner,cty_peripheral,The #Manner in which the #Agriculturist cultivates #Food.
8741,Agriculture,Means,cty_peripheral,It identifies the #Means by which the #Agriculturist cultivates #Food.
8742,Agriculture,Outcome,cty_peripheral,The failure or success of an attempt.
8743,Agriculture,Place,cty_peripheral,The greater geographic location where the #Agriculturist cultivates #Food.
8744,Agriculture,Time,cty_peripheral,When the agricultural event occurs.
8745,Agriculture,Purpose,cty_peripheral,An action that the #Agriculturist intends to accomplish by cultivating #Food.
8746,Agriculture,Frequency,cty_peripheral,How often the #Agriculturist cultivates #Food.
8747,Agriculture,Degree,cty_peripheral,This frame element selects some gradable attribute and modifies the expected value for it.
8750,Agriculture,Type,cty_peripheral,It indicates the subtype of agriculture that the #Agriculturist is engaging in.
8283,Aiming,Agent,cty_core,The individual that manipulates the #Instrument to enable interaction with the #Targeted.
8284,Aiming,Targeted,cty_core,The #Targeted is the entity located in an indirectly accessible location relative to the #Agent.
8295,Aiming,Instrument,cty_core,The object manipulated by the #Agent in order to interact with the #Targeted.
8296,Aiming,Target_location,cty_core,The location that the #Agent wishes to ready the #Instrument to access.
8298,Aiming,Activity,cty_core,The #Activity is undertaken by the #Agent and is directed towards the #Targeted or #Target_location.
8286,Aiming,Means,cty_peripheral,This FE identifies the #Means by which the aiming is achieved.
8287,Aiming,Time,cty_peripheral,This FE identifies the #Time when the #Agent takes aim.
8289,Aiming,Place,cty_peripheral,The place where the #Agent aims at the #Targeted.
8290,Aiming,Manner,cty_peripheral,"Any generalized description of the details of the event in terms of comparison to another event or what would be expected of the details given some state of the #Agent.

<ex>She took <fex name=""Manner"">careful</fex> <t>aim</t> before shooting .</ex>"
8292,Aiming,Purpose,cty_peripheral,The reason for which the #Agent attempts to interact with the #Targeted.
8797,Alignment_image_schema,Alignment_match,cty_core,A region of space oriented the same as the #Ground.
8798,Alignment_image_schema,Ground,cty_core,"An entity whose location and orientation is relatively well-known and which, thus, can serve as a land-mark to identify the #Alignment_match and #Alignment_mismatch regions."
8799,Alignment_image_schema,Alignment_mismatch,cty_core,A region oriented approximately perpendicular to the #Ground.
13345,Allergens,fe_Alérgenos_Alérgeno,cty_core,fe_Alérgenos_Alérgeno
13346,Allergens,fe_Alérgenos_Origem,cty_peripheral,fe_Alérgenos_Origem
13348,Allergens,fe_Alérgenos_Descritor,cty_peripheral,fe_Alérgenos_Descritor
6883,Alliance,Alliance,cty_core,The entity of which the individuals are #Members.
6884,Alliance,Members,cty_core,The persons or groups belonging to the #Alliance.
6887,Alliance,Member_1,cty_core,That group or individual which has joined the #Alliance which is grammatically more prominent when the #Members are presented separately.
6888,Alliance,Member_2,cty_core,That group or individual which has joined the #Alliance which is grammatically less  prominent when the #Members are presented separately.
6885,Alliance,Purpose,cty_peripheral,The reason for which an #Alliance is formed.
6886,Alliance,Period_of_existence,cty_peripheral,The interval during which the #Alliance exists.
8512,Alternatives,Situation,cty_core,"Something that may happen in the future, or at least whose factual status is unresolved. This is often tagged in a second FE layer and generally contains the target.

<ex><fex name=""Agent"">You</fex> have a <t>chance</t> <fex name=""Situation"">at life</fex>.</ex>"
8513,Alternatives,Agent,cty_core,"An individual involved in the #Event.

""<fex name=""Agent"">You</fex> have a <t>choice</t>."""
8515,Alternatives,Salient_entity,cty_core,"An entity intimately involved in the #Event.

<ex><fex name=""Agent"">You</fex> have one <t>choice</t> to make <fex name=""Salient_entity"">for him</fex>.</ex>"
8514,Alternatives,Number_of_possibilities,cty_peripheral,"The number of different future #Events under consideration.  <ex>There are <fex name=""Number_of_possibilities"">two</fex> <t>possibilities</t>.</ex>"
11334,Alternativity,Profiled_alternative,cty_core,A situation that cannot be true at the same time as the #Contrasting_alternative.
11335,Alternativity,Contrasting_alternative,cty_core,A situation that cannot be true at the same time as the #Profiled_alternative.
4678,Amalgamation,Parts,cty_core,The entities that merge to form a single #Whole.
4679,Amalgamation,Whole,cty_core,"The single, undifferentiated entity that is the result of the amalgamation."
4680,Amalgamation,Part_1,cty_core,The prominent entity that combines with #Part_2 to form a #Whole.
4681,Amalgamation,Part_2,cty_core,The less focussed-upon entity that the #Part_1 merges with.
4682,Amalgamation,Degree,cty_peripheral,"It identifies the thoroughness of the mixing job, i.e. to what degree the resulting #Whole is undifferentiated."
4683,Amalgamation,Manner,cty_peripheral,"Any description of the event which is not covered by more specific FEs, including epistemic modification (probably, presumably, mysteriously), force (hard, softly), secondary effects (quietly, loudly), and general descriptions comparing events (the same way).  In this frame, it is also deemed to include modification indicating the speed of the event."
4685,Amalgamation,Time,cty_peripheral,The time at which the #Parts become amalgamated into a #Whole.
4686,Amalgamation,Place,cty_peripheral,The location at which the amalgamation occurs.
6395,Amassing,Recipient,cty_core,The #Recipient indicates the entity that ends up in possession of the #Mass_theme.
6396,Amassing,Mass_theme,cty_core,The collection of objects that ends up in the #Recipient's possession.
